Date,24h Average,12h Average,Last,Volume (BTC)
2015-07-02,24499.67,0.0,24499.67,8.37
2015-06-30,28228.6528793,28169.01,28169.01,0.14
2015-06-29,23179.86,23179.86,23179.86,0.46
2015-06-26,23410.43,23410.43,23410.43,2.14
2015-06-25,22142.57,22142.57,22142.57,0.92
2015-06-24,25941.0,25941.0,25941.0,0.2
2015-06-23,26109.66,26109.66,26109.66,0.38
2015-06-21,22244.89,22244.89,22244.89,0.22
2015-06-20,23487.41,23487.41,23487.41,2.13
2015-06-19,23939.1,23939.1,23939.1,2.53
2015-06-17,27202.07,27202.07,27202.07,0.08
2015-06-16,23007.1,23007.1,23007.1,0.1
2015-06-11,21986.51,21986.51,21986.51,0.14
2015-06-09,24613.22,24613.22,24613.22,0.85
2015-06-06,21622.83,21622.83,21622.83,0.9
2015-06-05,21351.06,0.0,21351.06,0.19
2015-06-02,21362.45,0.0,21362.45,0.42
2015-06-01,21997.72,0.0,21997.72,0.61
2015-05-29,25194.21,0.0,25194.21,0.48
2015-05-28,23062.9391472,23124.47,23124.47,1.96
2015-05-26,23139.15,23139.15,23139.15,1.0
2015-05-18,22840.12,22840.12,22840.12,0.2
2015-05-08,22906.23,22906.23,22906.23,0.28
2015-04-30,24910.05,24910.05,24910.05,0.36
2015-04-12,26281.21,26281.21,26281.21,0.38
2015-03-13,30570.25,0.0,30570.25,0.17
2015-03-12,31323.41,31323.41,31323.41,0.13
2015-03-11,31675.64,0.0,31675.64,0.32
2015-03-08,29411.76,29411.76,29411.76,0.1
2015-03-05,29197.08,0.0,29197.08,0.41
2015-02-28,26602.18,26602.18,26602.18,0.41
2015-02-23,24368.63,24368.63,24368.63,0.45
2015-02-10,23056.87,23056.87,23056.87,0.3
2014-07-21,71216.65,71216.65,71216.65,0.14
2014-07-08,71379.01,71379.01,71379.01,0.14
2014-05-31,64000.0,,64000.0,1.0
2014-05-27,60000.0,60000.0,60000.0,1.0
2014-05-25,45000.0,45000.0,45000.0,0.5
2014-05-22,52000.0,52000.0,52000.0,0.31
